simTime,atmosphericLoss_dB,fspl_dB,power_dBm
3.7,3.3982,206.456,-87.3016
3.7,3.41497,206.475,-87.337
3.7,3.43179,206.648,-87.527
3.7,3.44866,206.518,-87.4143
3.7,3.46557,206.556,-87.4688
3.70002024,2.39754,205.139,-130.738
3.70003024,2.43899,205.204,-130.88
3.70004024,2.38381,205.272,-131.083
3.70005024,2.43899,205.21,-130.964
3.70006024,2.41131,205.186,-130.966
3.8,3.3982,206.456,-87.3016
3.8,3.41497,206.475,-87.337
3.8,3.43179,206.648,-87.527
3.8,3.44866,206.518,-87.4143
3.8,3.46557,206.556,-87.4688
3.80002024,2.41131,205.161,-130.773
3.80003024,2.41131,205.161,-130.809
3.80004024,2.43899,205.358,-131.224
3.80005024,2.43899,205.21,-130.964
3.80006024,2.39754,205.165,-130.931
3.9,3.3982,206.456,-87.3016
3.9,3.41497,206.475,-87.337
3.9,3.43179,206.648,-87.527
3.9,3.44866,206.518,-87.4143
3.9,3.46557,206.556,-87.4688
3.90002024,2.41131,205.161,-130.773
3.90003024,2.38381,205.117,-130.738
3.90004024,2.42513,205.337,-131.189
3.90005024,2.43899,205.21,-130.964
3.90006024,2.39754,205.165,-130.931
4,3.3982,206.456,-87.3016
4,3.41497,206.475,-87.337
4,3.43179,206.648,-87.527
4,3.44866,206.518,-87.4143
4,3.46557,206.556,-87.4688
4.00002024,2.41131,205.161,-130.773
4.00003024,2.38381,205.117,-130.738
4.00004024,2.43899,205.358,-131.224
4.00005024,2.38381,205.124,-130.822
4.00006024,2.42513,205.208,-131.002
4.1,3.3982,206.456,-87.3016
4.1,3.41497,206.475,-87.337
4.1,3.43179,206.648,-87.527
4.1,3.44866,206.518,-87.4143
4.1,3.46557,206.556,-87.4688
4.10002024,2.39754,205.139,-130.738
4.10003024,2.41131,205.161,-130.809
4.10004024,2.39754,205.294,-131.118
4.10005024,2.39754,205.145,-130.857
4.10006024,2.42513,205.208,-131.002
4.2,3.3982,206.456,-87.3016
4.2,3.41497,206.475,-87.337
4.2,3.43179,206.648,-87.527
4.2,3.44866,206.518,-87.4143
4.2,3.46557,206.556,-87.4688
4.20002024,2.39754,205.139,-130.738
4.20003024,2.43899,205.204,-130.88
4.20004024,2.43899,205.358,-131.224
4.20005024,2.38381,205.124,-130.822
4.20006024,2.41131,205.186,-130.966
4.3,3.3982,206.456,-87.3016
4.3,3.41497,206.475,-87.337
4.3,3.43179,206.648,-87.527
4.3,3.44866,206.518,-87.4143
4.3,3.46557,206.556,-87.4688
4.30002024,2.43899,205.204,-130.844
4.30003024,2.42513,205.182,-130.844
4.30004024,2.39754,205.294,-131.118
4.30005024,2.41131,205.167,-130.893
4.30006024,2.42513,205.208,-131.002
4.4,3.3982,206.456,-87.3016
4.4,3.41497,206.475,-87.337
4.4,3.43179,206.648,-87.527
4.4,3.44866,206.518,-87.4143
4.4,3.46557,206.556,-87.4688
4.40002024,2.41131,205.161,-130.773
4.40003024,2.38381,205.117,-130.738
4.40004024,2.39754,205.294,-131.118
4.40005024,2.43899,205.21,-130.964
4.40006024,2.39754,205.165,-130.931
4.5,3.3982,206.456,-87.3016
4.5,3.41497,206.475,-87.337
4.5,3.43179,206.648,-87.527
4.5,3.44866,206.518,-87.4143
4.5,3.46557,206.556,-87.4688
4.50002024,2.43899,205.204,-130.844
4.50003024,2.43899,205.204,-130.88
4.50004024,2.42513,205.337,-131.189
4.50005024,2.38381,205.124,-130.822
4.50006024,2.38381,205.143,-130.896
4.6,3.3982,206.456,-87.3016
4.6,3.41497,206.475,-87.337
4.6,3.43179,206.648,-87.527
4.6,3.44866,206.518,-87.4143
4.6,3.46557,206.556,-87.4688
4.60002024,2.39754,205.139,-130.738
4.60003024,2.41131,205.161,-130.809
4.60004024,2.43899,205.358,-131.224
4.60005024,2.38381,205.124,-130.822
4.60006024,2.41131,205.186,-130.966
4.7,3.3982,206.456,-87.3016
4.7,3.41497,206.475,-87.337
4.7,3.43179,206.648,-87.527
4.7,3.44866,206.518,-87.4143
4.7,3.46557,206.556,-87.4688
4.70002024,2.39754,205.139,-130.738
4.70003024,2.43899,205.204,-130.88
4.70004024,2.38381,205.272,-131.083
4.70005024,2.41131,205.167,-130.893
4.70006024,2.41131,205.186,-130.966
4.8,3.3982,206.456,-87.3016
4.8,3.41497,206.475,-87.337
4.8,3.43179,206.648,-87.527
4.8,3.44866,206.518,-87.4143
4.8,3.46557,206.556,-87.4688
4.80002024,2.43899,205.204,-130.844
4.80003024,2.41131,205.161,-130.809
4.80004024,2.39754,205.294,-131.118
4.80005024,2.39754,205.145,-130.857
4.80006024,2.39754,205.165,-130.931
4.9,3.3982,206.456,-87.3016
4.9,3.41497,206.475,-87.337
4.9,3.43179,206.648,-87.527
4.9,3.44866,206.518,-87.4143
4.9,3.46557,206.556,-87.4688
4.90002024,2.42513,205.182,-130.809
4.90003024,2.43899,205.204,-130.88
4.90004024,2.42513,205.337,-131.189
4.90005024,2.38381,205.124,-130.822
4.90006024,2.41131,205.186,-130.966
5,3.3982,206.456,-87.3016
5,3.41497,206.475,-87.337
5,3.43179,206.648,-87.527
5,3.44866,206.518,-87.4143
5,3.46557,206.556,-87.4688
5.00002024,2.42513,205.182,-130.809
5.00003024,2.38381,205.117,-130.738
5.00004024,2.42513,205.337,-131.189
5.00005024,2.38381,205.124,-130.822
5.00006024,2.42513,205.208,-131.002
5.1,3.3982,206.456,-87.3016
5.1,3.41497,206.475,-87.337
5.1,3.43179,206.648,-87.527
5.1,3.44866,206.518,-87.4143
5.1,3.46557,206.556,-87.4688
5.10002024,2.42513,205.182,-130.809
5.10003024,2.43899,205.204,-130.88
5.10004024,2.42513,205.337,-131.189
5.10005024,2.39754,205.145,-130.857
5.10006024,2.41131,205.186,-130.966
5.2,3.3982,206.456,-87.3016
5.2,3.41497,206.475,-87.337
5.2,3.43179,206.648,-87.527
5.2,3.44866,206.518,-87.4143
5.2,3.46557,206.556,-87.4688
5.20002024,2.39754,205.139,-130.738
5.20003024,2.41131,205.161,-130.809
5.20004024,2.43899,205.358,-131.224
5.20005024,2.41131,205.167,-130.893
5.20006024,2.38381,205.143,-130.896
5.3,3.3982,206.456,-87.3016
5.3,3.41497,206.475,-87.337
5.3,3.43179,206.648,-87.527
5.3,3.44866,206.518,-87.4143
5.3,3.46557,206.556,-87.4688
5.30002024,2.41131,205.161,-130.773
5.30003024,2.42513,205.182,-130.844
5.30004024,2.43899,205.358,-131.224
5.30005024,2.39754,205.145,-130.857
5.30006024,2.38381,205.143,-130.896
5.4,3.3982,206.456,-87.3016
5.4,3.41497,206.475,-87.337
5.4,3.43179,206.648,-87.527
5.4,3.44866,206.518,-87.4143
5.4,3.46557,206.556,-87.4688
5.40002024,2.39754,205.139,-130.738
5.40003024,2.42513,205.182,-130.844
5.40004024,2.39754,205.294,-131.118
5.40005024,2.39754,205.145,-130.857
5.40006024,2.42513,205.208,-131.002
5.5,3.3982,206.456,-87.3016
5.5,3.41497,206.475,-87.337
5.5,3.43179,206.648,-87.527
5.5,3.44866,206.518,-87.4143
5.5,3.46557,206.556,-87.4688
5.50002024,2.41131,205.161,-130.773
5.50003024,2.38381,205.117,-130.738
5.50004024,2.39754,205.294,-131.118
5.50005024,2.43899,205.21,-130.964
5.50006024,2.39754,205.165,-130.931
5.6,3.3982,206.456,-87.3016
5.6,3.41497,206.475,-87.337
5.6,3.43179,206.648,-87.527
5.6,3.44866,206.518,-87.4143
5.6,3.46557,206.556,-87.4688
5.60002024,2.42513,205.182,-130.809
5.60003024,2.41131,205.161,-130.809
5.60004024,2.39754,205.294,-131.118
5.60005024,2.43899,205.21,-130.964
5.60006024,2.39754,205.165,-130.931
5.7,3.3982,206.456,-87.3016
5.7,3.41497,206.475,-87.337
5.7,3.43179,206.648,-87.527
5.7,3.44866,206.518,-87.4143
5.7,3.46557,206.556,-87.4688
5.70002024,2.39754,205.139,-130.738
5.70003024,2.38381,205.117,-130.738
5.70004024,2.42513,205.337,-131.189
5.70005024,2.39754,205.145,-130.857
5.70006024,2.39754,205.165,-130.931
5.8,3.3982,206.456,-87.3016
5.8,3.41497,206.475,-87.337
5.8,3.43179,206.648,-87.527
5.8,3.44866,206.518,-87.4143
5.8,3.46557,206.556,-87.4688
5.80002024,2.39754,205.139,-130.738
5.80003024,2.43899,205.204,-130.88
5.80004024,2.42513,205.337,-131.189
5.80005024,2.39754,205.145,-130.857
5.80006024,2.39754,205.165,-130.931
5.9,3.3982,206.456,-87.3016
5.9,3.41497,206.475,-87.337
5.9,3.43179,206.648,-87.527
5.9,3.44866,206.518,-87.4143
5.9,3.46557,206.556,-87.4688
5.90002024,2.39754,205.139,-130.738
5.90003024,2.41131,205.161,-130.809
5.90004024,2.43899,205.358,-131.224
5.90005024,2.39754,205.145,-130.857
5.90006024,2.41131,205.186,-130.966
6,3.3982,206.456,-87.3016
6,3.41497,206.475,-87.337
6,3.43179,206.648,-87.527
6,3.44866,206.518,-87.4143
6,3.46557,206.556,-87.4688
6.00002024,2.39754,205.139,-130.738
6.00003024,2.41131,205.161,-130.809
6.00004024,2.39754,205.294,-131.118
6.00005024,2.38381,205.124,-130.822
6.00006024,2.42513,205.208,-131.002
6.1,3.3982,206.456,-87.3016
6.1,3.41497,206.475,-87.337
6.1,3.43179,206.648,-87.527
6.1,3.44866,206.518,-87.4143
6.1,3.46557,206.556,-87.4688
6.10002024,2.43899,205.204,-130.844
6.10003024,2.38381,205.117,-130.738
6.10004024,2.39754,205.294,-131.118
6.10005024,2.38381,205.124,-130.822
6.10006024,2.38381,205.143,-130.896
6.2,3.3982,206.456,-87.3016
6.2,3.41497,206.475,-87.337
6.2,3.43179,206.648,-87.527
6.2,3.44866,206.518,-87.4143
6.2,3.46557,206.556,-87.4688
6.20002024,2.42513,205.182,-130.809
6.20003024,2.42513,205.182,-130.844
6.20004024,2.39754,205.294,-131.118
6.20005024,2.38381,205.124,-130.822
6.20006024,2.39754,205.165,-130.931
6.3,3.3982,206.456,-87.3016
6.3,3.41497,206.475,-87.337
6.3,3.43179,206.648,-87.527
6.3,3.44866,206.518,-87.4143
6.3,3.46557,206.556,-87.4688
6.30002024,2.39754,205.139,-130.738
6.30003024,2.43899,205.204,-130.88
6.30004024,2.39754,205.294,-131.118
6.30005024,2.41131,205.167,-130.893
6.30006024,2.42513,205.208,-131.002
6.4,3.3982,206.456,-87.3016
6.4,3.41497,206.475,-87.337
6.4,3.43179,206.648,-87.527
6.4,3.44866,206.518,-87.4143
6.4,3.46557,206.556,-87.4688
6.40002024,2.41131,205.161,-130.773
6.40003024,2.41131,205.161,-130.809
6.40004024,2.43899,205.358,-131.224
6.40005024,2.39754,205.145,-130.857
6.40006024,2.41131,205.186,-130.966
6.5,3.3982,206.456,-87.3016
6.5,3.41497,206.475,-87.337
6.5,3.43179,206.648,-87.527
6.5,3.44866,206.518,-87.4143
6.5,3.46557,206.556,-87.4688
6.50002024,2.42513,205.182,-130.809
6.50003024,2.43899,205.204,-130.88
6.50004024,2.43899,205.358,-131.224
6.50005024,2.41131,205.167,-130.893
6.50006024,2.39754,205.165,-130.931
6.6,3.3982,206.456,-87.3016
6.6,3.41497,206.475,-87.337
6.6,3.43179,206.648,-87.527
6.6,3.44866,206.518,-87.4143
6.6,3.46557,206.556,-87.4688
6.60002024,2.42513,205.182,-130.809
6.60003024,2.43899,205.204,-130.88
6.60004024,2.39754,205.294,-131.118
6.60005024,2.38381,205.124,-130.822
6.60006024,2.38381,205.143,-130.896
6.7,3.3982,206.456,-87.3016
6.7,3.41497,206.475,-87.337
6.7,3.43179,206.648,-87.527
6.7,3.44866,206.518,-87.4143
6.7,3.46557,206.556,-87.4688
6.70002024,2.41131,205.161,-130.773
6.70003024,2.38381,205.117,-130.738
6.70004024,2.38381,205.272,-131.083
6.70005024,2.43899,205.21,-130.964
6.70006024,2.38381,205.143,-130.896
6.8,3.3982,206.456,-87.3016
6.8,3.41497,206.475,-87.337
6.8,3.43179,206.648,-87.527
6.8,3.44866,206.518,-87.4143
6.8,3.46557,206.556,-87.4688
6.80002024,2.39754,205.139,-130.738
6.80003024,2.43899,205.204,-130.88
6.80004024,2.39754,205.294,-131.118
6.80005024,2.38381,205.124,-130.822
6.80006024,2.41131,205.186,-130.966
6.9,3.3982,206.456,-87.3016
6.9,3.41497,206.475,-87.337
6.9,3.43179,206.648,-87.527
6.9,3.44866,206.518,-87.4143
6.9,3.46557,206.556,-87.4688
6.90002024,2.39754,205.139,-130.738
6.90003024,2.43899,205.204,-130.88
6.90004024,2.39754,205.294,-131.118
6.90005024,2.39754,205.145,-130.857
6.90006024,2.41131,205.186,-130.966
7,3.3982,206.456,-87.3016
7,3.41497,206.475,-87.337
7,3.43179,206.648,-87.527
7,3.44866,206.518,-87.4143
7,3.46557,206.556,-87.4688
7.00002024,2.39754,205.139,-130.738
7.00003024,2.42513,205.182,-130.844
7.00004024,2.42513,205.337,-131.189
7.00005024,2.41131,205.167,-130.893
7.00006024,2.38381,205.143,-130.896
7.1,3.3982,206.456,-87.3016
7.1,3.41497,206.475,-87.337
7.1,3.43179,206.648,-87.527
7.1,3.44866,206.518,-87.4143
7.1,3.46557,206.556,-87.4688
7.10002024,2.43899,205.204,-130.844
7.10003024,2.41131,205.161,-130.809
7.10004024,2.42513,205.337,-131.189
7.10005024,2.43899,205.21,-130.964
7.10006024,2.39754,205.165,-130.931
7.2,3.3982,206.456,-87.3016
7.2,3.41497,206.475,-87.337
7.2,3.43179,206.648,-87.527
7.2,3.44866,206.518,-87.4143
7.2,3.46557,206.556,-87.4688
7.20002024,2.43899,205.204,-130.844
7.20003024,2.42513,205.182,-130.844
7.20004024,2.39754,205.294,-131.118
7.20005024,2.38381,205.124,-130.822
7.20006024,2.39754,205.165,-130.931
7.3,3.3982,206.456,-87.3016
7.3,3.41497,206.475,-87.337
7.3,3.43179,206.648,-87.527
7.3,3.44866,206.518,-87.4143
7.3,3.46557,206.556,-87.4688
7.30002024,2.41131,205.161,-130.773
